,mail_content
1036,"I'm so stoked you're going to Buena Vista Social Club. I can't believe you 
are such a rotten ""bik"" that you didn't invite me. What's up with that?

My advice on the Outward Bound thing is to hold off. Not for selfish, 
wine-swilling reasons, of course; but because I know how tiring it gets to be 
living out of a suitcase with no dinero for a period of time. I have to say 
that sticking around Portland for the last six months has given me a renewed 
sense of mental health. Granted, I'm not totally sane yet, but at least I can 
imagine what it would be like. If you came home and turned right around and 
went to Colorado, you'd feel unprepared and maybe a little overwhelmed. Think 
carefully about how much Outward Bound would pay you in comparison with how 
much money you actually need to get by. Then add $500/month to that figure, 
and you'll be about right. It always sounds easier than the reality - I'm 
only speaking from Maui experience here. 

If you want to do a whirlwind Denver thing and have a great, rustic, totally 
broke time, then totally go for it. But if you feel like you're getting to 
the end of your rope with scraping by and feeling unsettled - which it kind 
of sounds like you are - then hang in P-town for awhile. Like I said, I'd 
feel SOOOO much better about taking off on my next adventure NOW than I would 
have even a couple months ago. And it's only been six months since I got back 
- that's not really too long to wait. In the meantime, you don't have to live 
with mom. The Malachowsky's room will be open, although for all the help I've 
given them I wouldn't be surprised if they don't want a Symes there anymore. 
Then there's always my future apartment. I'm thinkin' downtown for sure.

Anyway, we'll talk more about it in Mexico. Don't stress - whatever you're 
meant to do, you'll end up doing whether you like it or not.

Love,
Kate"
1037,"Thanks for the feedback on the ISDA I got from Alan and Shari. I perhaps did 
not put the suggested changes in the ISDA Schedule in their full context. 
Recently we have received 2 ISDAs which included provisions that incorporate 
by reference Australian Addendum that relate to FX, currency and interest 
products and the like. Normally we only reference the Addenda that relate to 
electricity and commodities. The ralionale for seeking of this alternative 
ISDA form was to allow us the discretion have these provisions remain whilst 
following an agreed Enron trading form. Whilst EAPL is not authorised to 
trade these products we would have the flexibility to do so if the situation 
were to change in the future.  By way of comparison we include provisions to 
allow trading in respect of non-electricity commodities but do not do so.

Anyway as Shari and I discussed perhaps it is better that we drop the 
amendments to produce an alternative Australia ISDA with a broader scope.  l 

       




"
1038,"Although we didn't get to discuss this at our credit luncheon, particularly 
we some of the less-experienced credit folks, when we receive a worksheet 
from them where the counterparty is a limited partnership, it may be 
advisable to ask them the following questions:

1. Should the GP be designated as a Specified Entity?  The alternative may be 
to require the GP to sign a Guaranty and then they would become a credit 
support provider.  By making the GP a Specified Entity, they get picked up in 
the cross default, bankruptcy and credit event upon merger provisions.

2. Should there be an additional termination event or event of default that 
gets triggered if the GP fails to be the GP of the limited partnership?

3. Whose financials are they expecting to receive, the GP's or the LP's?

4. If there are financial tests, who do they pertain to, the GP or the LP?

5. How does the LP qualify as an ESP?  Particularly with some of the less 
experienced credit folks who have not had to deal with this issue on the 
physical side, maybe this question should always be asked for every 
counterparty just to be safe.

Let me know what you think.

Carol "
1039,"Mark,

No.  Sometime today you will receive an UPDATE email regarding the times and 
location from David Forster. It is scheduled to be an all day meeting, 
beginning at 8:00 a.m. and breakfast available at 7:30 a.m..

Lydia
3-9975




"
1040,"Ken:

Mark H. asked me to forward to you this initial draft term sheet.  We would 
like to talk to you, and presumably one of your colleagues, tomorrow 
regarding the possible antitrust implications of the proposed structure.  
Please give me a call and we can schedule a time.

Thanks,

Mark
"
1041,"Dave

I have had the following responses on the issues we discussed earlier:

I spoke with David Minns re the 'Eligible Persons' criteria, and he noted 
that while he had discussed the capital/asset holding criteria with Tana, he 
had not provided to anyone the other criteria, and that while these may be 
covered by the US criteria, there will need to be a review of all criteria 
before we can assess that all are covered. 
I spoke with Chris Catt at Price Waterhouse Coopers and he confirmed that 
provided there is no interest component in the cross border settlements made, 
there will be no with-holding tax issues re the payments/receipts. I am going 
to meet with Chris on Monday to discuss both the taxation implications and to 
review the GTC.

On the settlement issue, in the short term the best way to do the settlements 
for non-NEMMCO members would be via wires from Houston (this is how we 
settled our one previous cross border transaction) as this gives a third 
party review of the payments prior to release.

Regards

Heidi




"
1042,"David has sent us a memo re: Procedures for Approval to trade in Australia 
that I think you will find helpful.
"
1043,http://www.fortune.com/fortune/fortune500/enr.html
1044,"As a part of our efforts to make information more easily
accessible by our members, the State Bar of Texas
is pleased to let you know about two additions to:
http://www.texasbar.com
our web site.These new features will allow quick and
easy access to Minimum Continuing Legal Education (MCLE)
information at the click of a mouse 24 hours a day,
7 days a week.

MCLE Course Search Our new MCLE accredited course database
is searchable by many criteria, including course location,
date, subject area, and the number of hours approved
for credit.  The course listing on the web site is real-time.
This means that as soon as the approved course has been entered
into the database by the MCLE staff, it appears in the search
results on the web site.

Compliance Review

You can now review your MCLE record online for not
only the current year, but also for every previous year.
The State Bar of Texas is the first bar organization in
the United States to provide this ""full view"" of MCLE
compliance information via the Internet.  This secure
access service is accessible only by using the PIN that
will be assigned to you when you register online.

Accessing the MCLE Services To use these online MCLE
services, go to: http://www.texasbar.com
and click on ""TexasBar Online.""  This will take you to
the ""TexasBar Online - Services Menu,"" which provides
access to the MCLE Compliance Review, Course Search,
and Application for Accreditation.

The first time you go to the Compliance Review service,
you will need to register online.  Immediately after
completing the simple registration form, you will be
able to view your MCLE compliance record.

Almost immediately, you will receive an e-mail message
which contains your PIN for use during each future visit
to the Compliance Review service.  Make a note of your
PIN and keep it in a secure place.If you should lose or
forget your PIN, simply go through the online registration
process again.  A new PIN will be assigned to you.

Of course, you may continue to get MCLE information by
calling 800/204-2222, ext. 2106.

In addition to the new MCLE features, we thought you might
like to know that the State Bar web site will be undergoing
a major renovation this spring.  Please visit:
http://www.texasbar.com
often to see what's new.

We hope you will find the MCLE features on our web site to
be helpful and we welcome your comments about them.
Please send comments to:
"
1045,"Please see the attached Management Report for April 3, 2000.

Total  Today Year To Date      Life To Date
  
Number of Transactions              875              60,918             65,919
Gross Notional Value $  299,745,405 23,519,604,826 24,732,276,816


  
Revenue from Physical flows ($)           1,117,044,057   1,212,795,549      





"
1046,"Join John Tollefsen on eSpeak at ethink.enron.com, Tuesday, April 11 at 10 
a.m. Houston time.  John, with the Global Enron Migration (GEM) project team, 
will discuss Enron's direction for the rollout of Windows 2000.

Are you at a remote location or can't make the event?  Go into eSpeak now and 
pre-submit your question(s) for John to answer during the scheduled event.  
We want to answer everyone's questions, but due to the high volume of 
questions we anticipate on this session, it would be helpful if you can keep 
your questions short and simple.  This will increase the opportunity for your 
question to be answered.

eThink: Invest Your Mind"
